date_id;category_id;geo_id ;sales_qty;sales_amt
20210206;1001;1;80;8000
20210206;1002;1;63;6300
20210206;1003;1;71;7100
20210206;1004;1;27;2700
20210206;1005;1;53;5300
20210206;1006;1;72;7200
20210206;1007;1;64;6400
20210206;1008;1;56;5600
20210206;1009;1;50;5000
20210206;1010;1;30;3000
20210206;1011;1;20;2000
20210206;1012;1;47;4700
20210206;1013;1;33;3300
20210206;1014;1;75;7500
20210206;1015;1;37;3700
20210206;1016;1;44;4400
20210206;1017;1;20;2000
20210206;1018;1;40;4000
20210206;1019;1;45;4500
20210206;1020;1;25;2500
20210206;1001;2;18;1800
20210206;1002;2;44;4400
20210206;1003;2;77;7700
20210206;1004;2;52;5200
20210206;1005;2;40;4000
20210206;1006;2;55;5500
20210206;1007;2;25;2500
20210206;1008;2;47;4700
20210206;1009;2;31;3100
20210206;1010;2;38;3800
20210206;1011;2;81;8100
20210206;1012;2;61;6100
20210206;1013;2;67;6700
20210206;1014;2;39;3900
20210206;1015;2;54;5400
20210206;1016;2;51;5100
20210206;1017;2;76;7600
20210206;1018;2;46;4600
20210206;1019;2;31;3100
20210206;1020;2;87;8700
20210206;1001;3;27;2700
20210206;1002;3;25;2500
20210206;1003;3;31;3100
20210206;1004;3;33;3300
20210206;1005;3;24;2400
20210206;1006;3;21;2100
20210206;1007;3;25;2500
20210206;1008;3;15;1500
20210206;1009;3;34;3400
20210206;1010;3;44;4400
20210206;1011;3;44;4400
20210206;1012;3;29;2900
20210206;1013;3;45;4500
20210206;1014;3;66;6600
20210206;1015;3;19;1900
20210206;1016;3;51;5100
20210206;1017;3;75;7500
20210206;1018;3;44;4400
20210206;1019;3;33;3300
20210206;1020;3;30;3000
20210207;1001;1;64;6400
20210207;1002;1;72;7200
20210207;1003;1;28;2800
20210207;1004;1;54;5400
20210207;1005;1;73;7300
20210207;1006;1;65;6500
20210207;1007;1;57;5700
20210207;1008;1;51;5100
20210207;1009;1;31;3100
20210207;1010;1;21;2100
20210207;1011;1;48;4800
20210207;1012;1;34;3400
20210207;1013;1;76;7600
20210207;1014;1;38;3800
20210207;1015;1;45;4500
20210207;1016;1;21;2100
20210207;1017;1;41;4100
20210207;1018;1;46;4600
20210207;1019;1;26;2600
20210207;1020;1;19;1900
20210207;1001;2;45;4500
20210207;1002;2;78;7800
20210207;1003;2;53;5300
20210207;1004;2;41;4100
20210207;1005;2;56;5600
20210207;1006;2;26;2600
20210207;1007;2;48;4800
20210207;1008;2;32;3200
20210207;1009;2;39;3900
20210207;1010;2;82;8200
20210207;1011;2;62;6200
20210207;1012;2;68;6800
20210207;1013;2;40;4000
20210207;1014;2;55;5500
20210207;1015;2;52;5200
20210207;1016;2;77;7700
20210207;1017;2;47;4700
20210207;1018;2;32;3200
20210207;1019;2;88;8800
20210207;1020;2;28;2800
20210207;1001;3;26;2600
20210207;1002;3;32;3200
20210207;1003;3;34;3400
20210207;1004;3;25;2500
20210207;1005;3;22;2200
20210207;1006;3;26;2600
20210207;1007;3;16;1600
20210207;1008;3;35;3500
20210207;1009;3;45;4500
20210207;1010;3;45;4500
20210207;1011;3;30;3000
20210207;1012;3;47;4700
20210207;1013;3;67;6700
20210207;1014;3;21;2100
20210207;1015;3;52;5200
20210207;1016;3;76;7600
20210207;1017;3;45;4500
20210207;1018;3;34;3400
20210207;1019;3;31;3100
20210207;1020;3;28;2800
