date_time;action_id;customer_id;item_id;Price;quantity;payment_amount
20210206;1;3;2;30;6;180
20210206;1;3;3;50;5;250
20210206;1;4;4;100;10;1000
20210206;1;5;5;100;9;900
20210206;1;5;6;100;5;500
20210206;1;6;7;25;9;225
20210206;1;7;8;25;9;225
20210206;1;7;9;25;10;250
20210206;1;8;15;30;9;270
20210206;1;9;16;30;9;270
20210206;1;9;16;30;9;270
20210206;1;9;21;95;9;855
20210206;1;9;21;95;5;475
20210206;1;10;21;95;9;855
20210206;1;11;21;95;9;855
20210206;1;11;23;25;9;225
20210206;1;12;23;25;9;225
20210206;1;12;23;25;9;225
20210206;1;13;23;25;9;225
20210206;1;12;34;28;5;140
20210206;1;20;34;28;7;196
20210206;1;11;34;28;6;168
20210206;1;19;34;28;7;196
20210206;1;20;21;95;10;950
20210206;1;11;23;25;10;250
20210206;1;13;24;20;10;200
20210206;1;20;35;38;10;380
20210206;1;8;35;38;10;380
20210206;1;20;35;38;10;380
20210206;1;20;36;38;10;380
20210206;1;8;36;38;5;190
20210206;1;14;36;38;10;380
20210206;1;1;36;38;10;380
20210206;1;9;36;38;5;190
20210206;1;20;36;38;5;190
20210206;1;8;37;56;5;280
20210206;1;9;37;56;6;336
20210206;1;14;37;56;6;336
20210206;1;1;37;56;6;336
20210206;1;30;37;56;3;168
20210206;1;8;37;56;4;224
20210206;1;9;21;95;7;665
20210206;1;9;23;25;3;75
20210206;1;15;24;20;4;80
20210206;1;4;38;89;10;890
20210206;1;9;38;89;10;890
20210206;1;9;39;45;4;180
20210206;1;16;39;45;7;315
20210206;1;9;39;45;6;270
20210206;1;10;28;95;5;475
20210206;1;11;28;95;4;380
20210206;1;18;33;28;2;56
20210206;1;19;33;28;3;84
20210206;1;19;34;28;2;56
20210206;1;10;34;28;4;112
20210206;1;9;34;28;5;140
20210206;1;12;34;28;5;140
20210206;1;20;34;28;3;84
20210206;1;11;34;28;4;112
20210206;1;19;34;28;2;56
20210206;1;20;21;95;1;95
20210206;1;11;23;25;1;25
20210206;1;13;24;20;1;20
20210207;1;20;2;30;6;180
20210207;1;8;3;50;5;250
20210207;1;9;4;100;10;1000
20210207;1;9;5;100;9;900
20210207;1;9;6;100;5;500
20210207;1;9;7;25;9;225
20210207;1;10;8;25;9;225
20210207;1;11;9;25;10;250
20210207;1;11;15;30;9;270
20210207;1;12;16;30;9;270
20210207;1;12;16;30;9;270
20210207;1;13;21;95;9;855
20210207;1;14;21;95;5;475
20210207;1;14;21;95;9;855
20210207;1;15;21;95;9;855
20210207;1;16;23;25;9;225
20210207;1;17;23;25;9;225
20210207;1;18;23;25;9;225
20210207;1;19;23;25;9;225
20210207;1;20;34;28;5;140
20210207;1;20;34;28;7;196
20210207;1;21;34;28;6;168
20210207;1;22;34;28;7;196
20210207;1;23;21;95;7;665
20210207;1;24;23;25;5;125
20210207;1;24;24;20;6;120
20210207;1;25;35;38;7;266
20210207;1;26;35;38;8;304
20210207;1;27;35;38;9;342
20210207;1;28;36;38;11;418
20210207;1;19;36;38;5;190
20210207;1;20;36;38;10;380
20210207;1;20;36;38;10;380
20210207;1;1;36;38;5;190
20210207;1;1;36;38;5;190
20210207;1;1;37;56;5;280
20210207;1;2;37;56;6;336
20210207;1;3;37;56;6;336
20210207;1;3;37;56;6;336
20210207;1;4;37;56;3;168
20210207;1;5;37;56;4;224
20210207;1;9;21;95;7;665
20210207;1;9;23;25;3;75
20210207;1;15;24;20;4;80
20210207;1;4;38;89;10;890
20210207;1;9;38;89;10;890
20210207;1;9;39;45;4;180
20210207;1;16;39;45;7;315
20210207;1;9;39;45;6;270
20210207;1;10;28;95;5;475
20210207;1;11;28;95;7;665
20210207;1;18;33;28;6;168
20210207;1;19;33;28;5;140
20210207;1;19;34;28;2;56
20210207;1;10;34;28;8;224
20210207;1;9;34;28;5;140
20210207;1;12;34;28;5;140
20210207;1;20;34;28;3;84
20210207;1;11;34;28;4;112
20210207;1;19;34;28;2;56
20210207;1;20;21;95;5;475
20210207;1;11;23;25;5;125
20210207;1;13;24;20;5;100
20210208;1;5;5;100;3;300
20210208;1;5;6;100;4;400
20210208;1;6;7;25;4;100
20210208;1;7;8;25;3;75
20210208;1;7;9;25;5;125
20210208;1;8;15;30;3;90
20210208;1;9;16;30;4;120
20210208;1;9;16;30;5;150
20210208;1;9;21;95;3;285
20210208;1;9;21;95;4;380
20210208;1;10;21;95;5;475
20210208;1;11;21;95;3;285
20210208;1;11;23;25;2;50
20210208;1;12;23;25;9;225
20210208;1;12;23;25;9;225
20210208;1;13;23;25;9;225
20210208;1;12;34;28;5;140
20210208;1;20;34;28;7;196
20210208;1;11;34;28;6;168
20210208;1;19;34;28;7;196
20210208;1;20;21;95;10;950
20210208;1;11;23;25;10;250
20210208;1;13;24;20;10;200
20210208;1;20;35;38;10;380
20210208;1;8;35;38;10;380
20210208;1;20;35;38;10;380
20210208;1;20;36;38;10;380
20210208;1;8;36;38;5;190
20210208;1;14;36;38;10;380
20210208;1;1;36;38;10;380
20210208;1;9;36;38;5;190
20210208;1;20;36;38;5;190
20210208;1;8;37;56;5;280
20210208;1;9;37;56;6;336
20210208;1;14;37;56;6;336
20210208;1;1;37;56;6;336
20210208;1;30;37;56;3;168
20210208;1;9;39;45;6;270
20210208;1;10;28;95;5;475
20210208;1;11;28;95;4;380
20210208;1;18;33;28;2;56
20210208;1;19;33;28;3;84
20210208;1;19;34;28;2;56
20210208;1;10;34;28;4;112
20210208;1;9;34;28;5;140
20210208;1;12;34;28;5;140
20210208;1;20;34;28;3;84
20210208;1;11;34;28;4;112
20210208;1;19;34;28;2;56
20210208;1;20;21;95;1;95
20210208;1;11;23;25;1;25
20210208;1;13;24;20;1;20
20210208;1;20;2;30;6;180
20210208;1;8;3;50;5;250
20210208;1;9;4;100;10;1000
20210208;1;9;5;100;9;900
20210208;1;9;6;100;5;500
20210208;1;9;7;25;9;225
20210208;1;10;8;25;9;225
20210208;1;11;9;25;10;250
20210208;1;11;15;30;9;270
20210208;1;12;16;30;9;270
20210208;1;12;16;30;9;270
20210208;1;13;21;95;9;855
20210208;1;14;21;95;5;475
20210208;1;14;21;95;9;855
20210208;1;15;21;95;9;855
20210208;1;16;23;25;9;225
20210208;1;17;23;25;9;225
20210208;1;18;23;25;9;225
20210208;1;19;23;25;9;225
20210208;1;20;34;28;5;140
20210208;1;20;34;28;7;196
20210208;1;21;34;28;6;168
20210209;1;4;37;56;7;392
20210209;1;5;37;56;8;448
20210209;1;9;21;95;9;855
20210209;1;9;23;25;8;200
20210209;1;15;24;20;7;140
20210209;1;4;38;89;10;890
20210209;1;9;38;89;10;890
20210209;1;9;39;45;7;315
20210209;1;16;39;45;7;315
20210209;1;9;39;45;6;270
20210209;1;10;28;95;5;475
20210209;1;11;28;95;7;665
20210209;1;18;33;28;6;168
20210209;1;19;33;28;5;140
20210209;1;19;34;28;2;56
20210209;1;10;34;28;8;224
20210209;1;9;34;28;5;140
20210209;1;12;34;28;5;140
20210209;1;20;34;28;3;84
20210209;1;11;34;28;4;112
20210209;1;19;34;28;8;224
20210209;1;20;21;95;7;665
20210209;1;11;23;25;9;225
20210209;1;13;24;20;8;160
20210209;1;5;5;100;7;700
20210209;1;5;6;100;9;900
20210209;1;6;7;25;8;200
20210209;1;7;8;25;7;175
20210209;1;7;9;25;9;225
20210209;1;8;15;30;8;240
20210209;1;9;16;30;7;210
20210209;1;9;16;30;9;270
20210209;1;9;21;95;8;760
20210209;1;9;21;95;9;855
20210209;1;10;21;95;9;855
20210209;1;11;21;95;8;760
20210209;1;11;23;25;7;175
20210209;1;12;23;25;9;225
20210209;1;12;23;25;9;225
20210209;1;13;23;25;9;225
20210209;1;12;34;28;5;140
20210209;1;20;34;28;7;196
20210209;1;11;34;28;6;168
20210209;1;19;34;28;7;196
20210209;1;20;21;95;10;950
20210209;1;11;23;25;10;250
20210209;1;13;24;20;10;200
20210209;1;20;35;38;10;380
20210209;1;8;35;38;10;380
20210209;1;20;35;38;10;380
20210209;1;20;36;38;10;380
20210209;1;8;36;38;5;190
20210209;1;14;36;38;10;380
20210209;1;1;36;38;10;380
20210209;1;9;36;38;5;190
20210209;1;20;36;38;5;190
20210209;1;8;37;56;5;280
20210209;1;9;37;56;6;336
20210209;1;14;37;56;6;336
20210210;1;24;24;20;9;180
20210210;1;25;35;38;8;304
20210210;1;26;35;38;8;304
20210210;1;27;35;38;9;342
20210210;1;28;36;38;10;380
20210210;1;19;36;38;9;342
20210210;1;20;36;38;10;380
20210210;1;20;36;38;10;380
20210210;1;1;36;38;9;342
20210210;1;1;36;38;8;304
20210210;1;1;37;56;7;392
20210210;1;2;37;56;7;392
20210210;1;3;37;56;9;504
20210210;1;3;37;56;8;448
20210210;1;4;37;56;9;504
20210210;1;5;37;56;9;504
20210210;1;9;21;95;8;760
20210210;1;9;23;25;7;175
20210210;1;15;24;20;6;120
20210210;1;4;38;89;10;890
20210210;1;9;38;89;10;890
20210210;1;9;39;45;4;180
20210210;1;16;39;45;7;315
20210210;1;9;39;45;6;270
20210210;1;10;28;95;9;855
20210210;1;11;28;95;8;760
20210210;1;18;33;28;7;196
20210210;1;19;33;28;9;252
20210210;1;19;34;28;8;224
20210210;1;10;34;28;7;196
20210210;1;9;34;28;9;252
20210210;1;12;34;28;8;224
20210210;1;20;34;28;7;196
20210210;1;11;34;28;9;252
20210210;1;19;34;28;8;224
20210210;1;20;21;95;7;665
20210210;1;11;23;25;9;225
20210210;1;13;24;20;8;160
20210210;1;5;5;100;7;700
20210210;1;5;6;100;9;900
20210210;1;6;7;25;8;200
20210210;1;7;8;25;7;175
20210210;1;7;9;25;5;125
20210210;1;8;15;30;9;270
20210210;1;9;16;30;8;240
20210210;1;9;16;30;7;210
20210210;1;9;21;95;9;855
20210210;1;9;21;95;8;760
20210210;1;10;21;95;7;665
20210210;1;11;21;95;3;285
20210210;1;11;23;25;2;50
20210210;1;12;23;25;9;225
20210210;1;12;23;25;9;225
20210210;1;13;23;25;9;225
20210210;1;12;34;28;5;140
20210210;1;20;34;28;7;196
20210210;1;11;34;28;6;168
20210210;1;19;34;28;7;196
20210210;1;20;21;95;10;950
